names,scores,logfoldchanges,pvals,pvals_adj
PLEKHA3P1,-0.00524134,1.0822884,0.9958180347157962,1.0
LA16c-313D11.12,-0.00524134,0.8341692,0.9958180347157962,1.0
RGS18,-0.00524134,1.1635934,0.9958180347157962,1.0
RPS20P35,-0.00524134,0.8692246,0.9958180347157962,1.0
GAPDHP39,-0.00524134,0.45641324,0.9958180347157962,1.0
GAPDHP21,-0.00524134,0.5389067,0.9958180347157962,1.0
RP11-115H18.1,-0.00524134,0.90761274,0.9958180347157962,1.0
AC136289.1,-0.00524134,0.6041186,0.9958180347157962,1.0
RP4-536B24.3,-0.00524134,0.081122875,0.9958180347157962,1.0
DPY19L1P2,-0.00524134,0.34456164,0.9958180347157962,1.0
RP11-21B23.1,-0.00524134,1.015821,0.9958180347157962,1.0
CTB-161C1.1,-0.00524134,0.1919434,0.9958180347157962,1.0
Metazoa-SRP.159,-0.00524134,0.23932135,0.9958180347157962,1.0
AP000593.7,-0.00524134,0.5259325,0.9958180347157962,1.0
MIR7-3HG,-0.00524134,1.0126014,0.9958180347157962,1.0
RP11-138I1.2,-0.00524134,1.6888946,0.9958180347157962,1.0
RP5-1121E10.2,-0.00524134,0.13501282,0.9958180347157962,1.0
TTC16,-0.00524134,1.4085062,0.9958180347157962,1.0
RP11-804N13.1,-0.00524134,0.5555187,0.9958180347157962,1.0
CTC-340A15.2,-0.00524134,0.8190049,0.9958180347157962,1.0
IL21R-AS1,-0.00524134,0.077671744,0.9958180347157962,1.0
RANP8,-0.00524134,0.42470065,0.9958180347157962,1.0
CTB-35F21.1,-0.00524134,0.6147819,0.9958180347157962,1.0
CSRP3,-0.00524134,0.53726834,0.9958180347157962,1.0
RPL7P29,-0.00524134,0.57889867,0.9958180347157962,1.0
FABP12,-0.00524134,0.91502875,0.9958180347157962,1.0
RP11-70L8.4,-0.00524134,0.21748479,0.9958180347157962,1.0
CTB-92J24.3,-0.00524134,0.10134314,0.9958180347157962,1.0
RP11-824M15.3,-0.00524134,0.67037195,0.9958180347157962,1.0
LINC00968,-0.00524134,0.5857008,0.9958180347157962,1.0
AHSG,-0.00524134,0.39796504,0.9958180347157962,1.0
CLVS1,-0.00524134,0.8276522,0.9958180347157962,1.0
MS4A15,-0.00524134,0.5034938,0.9958180347157962,1.0
RP1-21O18.3,-0.00524134,0.54079264,0.9958180347157962,1.0
CTD-2526A2.2,-0.00524134,1.5952247,0.9958180347157962,1.0
UBE2NL.1,-0.00524134,0.3273555,0.9958180347157962,1.0
RP11-1017G21.4,-0.00524134,0.30788946,0.9958180347157962,1.0
VDAC3P1,-0.00524134,0.8044242,0.9958180347157962,1.0
RNU6-1128P,-0.00524134,0.42864507,0.9958180347157962,1.0
RPL29P7,-0.00524134,0.096042804,0.9958180347157962,1.0
RP11-156L14.1,-0.00524134,0.21580058,0.9958180347157962,1.0
LA16c-60D12.2,-0.00524134,0.50078,0.9958180347157962,1.0
AC100830.4,-0.00524134,0.8774987,0.9958180347157962,1.0
CTD-2184D3.6,-0.00524134,1.2268298,0.9958180347157962,1.0
AC007880.1,-0.00524134,1.7923241,0.9958180347157962,1.0
AC005932.1,-0.00524134,0.34608597,0.9958180347157962,1.0
RP11-174O3.1,-0.00524134,0.7437314,0.9958180347157962,1.0
NPM1P42,-0.00524134,0.20463124,0.9958180347157962,1.0
RP11-309M23.1,-0.0052659474,0.35966617,0.9957984012570212,1.0
AF129075.5,-0.0052659474,0.20637618,0.9957984012570212,1.0
LINC00704,-0.0052659474,0.007108589,0.9957984012570212,1.0
AF230666.2,-0.0052659474,0.41147605,0.9957984012570212,1.0
RP13-452N2.1,-0.0052659474,0.7630389,0.9957984012570212,1.0
Metazoa-SRP.34,-0.0052659474,0.8447227,0.9957984012570212,1.0
CASQ1,-0.0052659474,0.012909272,0.9957984012570212,1.0
RESP18,-0.0052659474,0.3350508,0.9957984012570212,1.0
RP11-214K3.18,-0.0052659474,-0.00070445496,0.9957984012570212,1.0
CTB-134H23.2,-0.0052659474,0.473251,0.9957984012570212,1.0
SPDYC,-0.0052659474,0.28392968,0.9957984012570212,1.0
DMRT3,-0.0052659474,0.025747214,0.9957984012570212,1.0
AC008522.1,-0.0052659474,-0.058840673,0.9957984012570212,1.0
CYP7A1,-0.0052659474,0.15737809,0.9957984012570212,1.0
RNU4-16P,-0.0052659474,0.18716003,0.9957984012570212,1.0
LIMD1-AS1,-0.0052659474,0.67094886,0.9957984012570212,1.0
CTA-221G9.7,-0.0052659474,0.25995523,0.9957984012570212,1.0
PAICSP1,-0.0052659474,0.4367757,0.9957984012570212,1.0
RP6-109B7.5,-0.0052659474,0.8038762,0.9957984012570212,1.0
TRBV3-1,-0.0052659474,0.18086435,0.9957984012570212,1.0
TRIM60,-0.0052659474,0.34741938,0.9957984012570212,1.0
PCDHB17P,-0.0052659474,0.19870944,0.9957984012570212,1.0
RP11-236P24.1,-0.0052659474,1.4261643,0.9957984012570212,1.0
RP11-62J1.4,-0.0052659474,0.046115395,0.9957984012570212,1.0
HIST1H4I,-0.0052659474,0.11506422,0.9957984012570212,1.0
CEACAM4,-0.0052659474,0.2515991,0.9957984012570212,1.0
AC133644.3,-0.0052659474,0.5799894,0.9957984012570212,1.0
CTD-2008P7.10,-0.0052659474,0.064044744,0.9957984012570212,1.0
LGALS9C,-0.0052659474,-0.064858936,0.9957984012570212,1.0
RP11-90L20.2,-0.0052659474,0.041550297,0.9957984012570212,1.0
HTATSF1P1,-0.0052659474,0.43364576,0.9957984012570212,1.0
Metazoa-SRP.136,-0.0052659474,-0.022494726,0.9957984012570212,1.0
LINC00310,-0.0052659474,0.49468938,0.9957984012570212,1.0
FAM159B,-0.0052659474,0.25006658,0.9957984012570212,1.0
ALOX12B,-0.0052659474,0.020649726,0.9957984012570212,1.0
RP3-403A15.1,-0.0052659474,0.17484461,0.9957984012570212,1.0
RPL23AP73,-0.0052659474,0.20041966,0.9957984012570212,1.0
RP1-232L22--B.1,-0.0052659474,0.34820038,0.9957984012570212,1.0
IMPG2,-0.0052659474,0.16667484,0.9957984012570212,1.0
RP4-547N15.3,-0.0052659474,0.2672012,0.9957984012570212,1.0
LRRTM4,-0.0052659474,0.095849104,0.9957984012570212,1.0
AMD1P1,-0.0052659474,0.24687073,0.9957984012570212,1.0
AC022431.3,-0.0052659474,0.40022463,0.9957984012570212,1.0
RP11-159F24.3,-0.0052659474,0.25740254,0.9957984012570212,1.0
AC007390.4,-0.0052659474,0.063085444,0.9957984012570212,1.0
RP11-867G2.6,-0.0052659474,0.1844692,0.9957984012570212,1.0
RP4-570O12.3,-0.0052659474,0.33076245,0.9957984012570212,1.0
RP11-407B7.1,-0.005290555,-0.6936895,0.9957787678007903,1.0
RP1-101D8.1,-0.005290555,-0.23130524,0.9957787678007903,1.0
OTOF,-0.005290555,0.44138992,0.9957787678007903,1.0
RP11-451O18.1,-0.005290555,-0.48858863,0.9957787678007903,1.0
F10-AS1,-0.005290555,-0.09360019,0.9957787678007903,1.0
MGAT4EP,-0.005290555,-0.7028035,0.9957787678007903,1.0
RP11-338N10.3,-0.005290555,-0.38624188,0.9957787678007903,1.0
GAPDHP25,-0.005290555,-0.12954715,0.9957787678007903,1.0
IGLV2-8,-0.005290555,-1.6919882,0.9957787678007903,1.0
KLRK1,-0.005290555,-0.45880258,0.9957787678007903,1.0
AC142293.3,-0.005290555,-0.18156458,0.9957787678007903,1.0
WFIKKN2,-0.005290555,-0.7977038,0.9957787678007903,1.0
RAB43,-0.005290555,-0.39863378,0.9957787678007903,1.0
RP13-824C8.2,-0.005290555,-1.2554296,0.9957787678007903,1.0
RP11-358D17.2,-0.005290555,-0.0921261,0.9957787678007903,1.0
UTF1,-0.005290555,-0.14803843,0.9957787678007903,1.0
ADAM20,-0.005290555,-0.96893257,0.9957787678007903,1.0
HCG14,-0.005290555,-0.057387218,0.9957787678007903,1.0
RP11-16B13.1,-0.005290555,-0.9546499,0.9957787678007903,1.0
KB-1615E4.2,-0.005290555,-0.64393526,0.9957787678007903,1.0
AL163953.3,-0.005290555,-0.17979819,0.9957787678007903,1.0
PGA3,-0.005290555,-0.41663906,0.9957787678007903,1.0
RP13-991F5.2,-0.005290555,1.2834424,0.9957787678007903,1.0
RPL23AP11,-0.005290555,-0.29345962,0.9957787678007903,1.0
HSPE1P18,-0.005290555,-0.6007889,0.9957787678007903,1.0
RP11-493E12.3,-0.005290555,-0.18496583,0.9957787678007903,1.0
Y-RNA.173,-0.005290555,-1.3156302,0.9957787678007903,1.0
RP11-6I2.3,-0.005290555,-0.18940979,0.9957787678007903,1.0
RP11-82H13.2,-0.005290555,-0.17182365,0.9957787678007903,1.0
RP11-472F14.4,-0.005290555,0.019118382,0.9957787678007903,1.0
RP11-340L3.1,-0.005290555,-0.3643272,0.9957787678007903,1.0
AP000640.2,-0.005290555,0.2099357,0.9957787678007903,1.0
MT1HL1,-0.005290555,-0.53080946,0.9957787678007903,1.0
RP11-5L12.1,-0.005290555,-0.32860887,0.9957787678007903,1.0
RPL35AP4,-0.005290555,0.16599002,0.9957787678007903,1.0
KCNK17,-0.005290555,-0.30728772,0.9957787678007903,1.0
RP11-342M1.6,-0.005290555,-0.45976692,0.9957787678007903,1.0
RP11-768G7.1,-0.005290555,-0.7276065,0.9957787678007903,1.0
CELSR3-AS1,-0.005290555,-0.41991654,0.9957787678007903,1.0
ENPP6,-0.005290555,-0.16851676,0.9957787678007903,1.0
MYO1A,-0.005290555,0.047808256,0.9957787678007903,1.0
RNU6-915P,-0.005290555,-0.07702682,0.9957787678007903,1.0
RP11-1348G14.5,-0.005290555,0.47854677,0.9957787678007903,1.0
AC091878.1,-0.005290555,-0.6772214,0.9957787678007903,1.0
BOLA2,-0.005290555,0.33634382,0.9957787678007903,1.0
CSTF3-AS1,-0.005290555,-0.15066837,0.9957787678007903,1.0
C3orf49,-0.005290555,-0.6799028,0.9957787678007903,1.0
KCNC1,-0.005290555,-0.26539877,0.9957787678007903,1.0
DNAJB7,-0.005290555,-0.5465871,0.9957787678007903,1.0
RP11-290L1.4,-0.005290555,-0.336956,0.9957787678007903,1.0
SDR9C7,-0.005290555,-0.22777478,0.9957787678007903,1.0
RNU6-26P,-0.005290555,-0.22409184,0.9957787678007903,1.0
CTC-510F12.4,-0.005290555,0.0063989223,0.9957787678007903,1.0
C21orf91-OT1,-0.005290555,-0.417712,0.9957787678007903,1.0
AC079305.8,-0.005290555,-0.040500775,0.9957787678007903,1.0
RNA5SP363,-0.005290555,-0.37710696,0.9957787678007903,1.0
RP11-301N24.3,-0.005290555,-0.2629859,0.9957787678007903,1.0
CTD-3193O13.14,-0.005290555,-0.24234018,0.9957787678007903,1.0
AC012594.1,-0.005290555,-0.74218374,0.9957787678007903,1.0
RP11-490B18.6,-0.005290555,-0.25964683,0.9957787678007903,1.0
CENPUP2,-0.005290555,-0.15912794,0.9957787678007903,1.0
ANKRD26P1,-0.005290555,-0.10009199,0.9957787678007903,1.0
CTC-591M7.1,-0.005290555,0.30414608,0.9957787678007903,1.0
RP11-331H2.4,-0.005290555,-0.12499869,0.9957787678007903,1.0
CDHR4,-0.005290555,-0.27798912,0.9957787678007903,1.0
RP4-536B24.4,-0.005290555,-0.9632851,0.9957787678007903,1.0
CTD-2081C10.1,-0.005290555,-0.2706692,0.9957787678007903,1.0
RNU5A-8P,-0.005290555,-0.3580153,0.9957787678007903,1.0
AC124944.3,-0.005290555,0.05831171,0.9957787678007903,1.0
LA16c-329F2.1,-0.005290555,-1.1760236,0.9957787678007903,1.0
RN7SKP69,-0.005290555,0.01925062,0.9957787678007903,1.0
RP11-799N11.1,-0.005290555,-0.23937677,0.9957787678007903,1.0
C19orf35,-0.005290555,0.16154644,0.9957787678007903,1.0
C17orf50,-0.005290555,0.19550279,0.9957787678007903,1.0
RP3-508I15.10,-0.005290555,0.058690567,0.9957787678007903,1.0
UBE2V1P11,-0.005290555,-0.052726317,0.9957787678007903,1.0
RPL23AP34,-0.005290555,0.33066362,0.9957787678007903,1.0
MIR4300HG,-0.005290555,0.16777097,0.9957787678007903,1.0
AC005944.2,-0.005290555,-0.08738767,0.9957787678007903,1.0
LINC01324,-0.005290555,-0.36616302,0.9957787678007903,1.0
LINC01179,-0.005290555,-0.38132438,0.9957787678007903,1.0
AF129408.17,-0.005290555,0.10015777,0.9957787678007903,1.0
RNU2-70P,-0.005315162,-0.6882542,0.9957591343471154,1.0
RPS3AP50,-0.005315162,-1.1599557,0.9957591343471154,1.0
TSGA10IP,-0.005315162,-0.50637144,0.9957591343471154,1.0
KRT18P32,-0.005315162,-0.5609289,0.9957591343471154,1.0
RP11-864I4.1,-0.005315162,-1.8088708,0.9957591343471154,1.0
RN7SL12P,-0.005315162,-0.44811317,0.9957591343471154,1.0
GSTO3P,-0.005315162,-0.64839315,0.9957591343471154,1.0
SCGB1D4,-0.005315162,-1.3094467,0.9957591343471154,1.0
Metazoa-SRP.120,-0.005315162,-0.8664035,0.9957591343471154,1.0
Y-RNA.285,-0.005315162,-0.31022957,0.9957591343471154,1.0
RP11-177B4.1,-0.005315162,-0.53198534,0.9957591343471154,1.0
PGM5P3-AS1,-0.005315162,-0.6161799,0.9957591343471154,1.0
KCNT1,-0.005315162,-0.57679707,0.9957591343471154,1.0
RP11-45A17.3,-0.005315162,-1.3113863,0.9957591343471154,1.0
RP11-802D6.1,-0.005315162,-0.52824837,0.9957591343471154,1.0
ZNF137P,-0.005315162,-0.56891334,0.9957591343471154,1.0
AC013267.1,-0.005315162,-0.20829242,0.9957591343471154,1.0
RP11-703M24.5,-0.005315162,-0.30653182,0.9957591343471154,1.0
PRICKLE2-AS3,-0.005315162,-0.6225342,0.9957591343471154,1.0
AC002069.5,-0.005315162,-0.27663785,0.9957591343471154,1.0
MST1R,-0.005315162,-0.31990653,0.9957591343471154,1.0
AC108059.1,-0.005315162,-0.6598316,0.9957591343471154,1.0
RP11-269M20.1,-0.005315162,-0.3555472,0.9957591343471154,1.0
RNU2-7P,-0.005315162,-0.44892582,0.9957591343471154,1.0
RP11-402P6.12,-0.005315162,-0.26798525,0.9957591343471154,1.0
TNFSF18,-0.005315162,-0.9766028,0.9957591343471154,1.0
CD300LG,-0.005315162,-0.47590455,0.9957591343471154,1.0
TRIM67,-0.005315162,-0.4176428,0.9957591343471154,1.0
CTB-147C22.3,-0.005315162,-0.82615626,0.9957591343471154,1.0
RP11-331F9.4,-0.005315162,-0.1715678,0.9957591343471154,1.0
RP11-477J21.6,-0.005315162,-0.18162079,0.9957591343471154,1.0
LA16c-390E6.3,-0.005315162,-0.3656991,0.9957591343471154,1.0
RP11-296O14.2,-0.005315162,-0.21293922,0.9957591343471154,1.0
SCN4A,-0.005315162,-1.1139587,0.9957591343471154,1.0
AC091492.2,-0.005315162,-0.75122875,0.9957591343471154,1.0
TEX15,-0.005315162,-0.5406908,0.9957591343471154,1.0
RP11-361D15.2,-0.005315162,-1.5096596,0.9957591343471154,1.0
RP1-27K12.2,-0.005315162,-0.5906966,0.9957591343471154,1.0
RP11-96D1.10,-0.005315162,-0.85191107,0.9957591343471154,1.0
RP11-30K9.7,-0.005315162,-0.2702997,0.9957591343471154,1.0
RP11-468O2.1,-0.005315162,-0.3522434,0.9957591343471154,1.0
RPS3AP32,-0.005315162,-0.9143217,0.9957591343471154,1.0
RP1-97G4.1,-0.005315162,-0.859112,0.9957591343471154,1.0
KIF25-AS1,-0.005315162,-0.23843206,0.9957591343471154,1.0
RP4-760C5.5,-0.005315162,-0.4843247,0.9957591343471154,1.0
EPHA3,-0.005315162,-0.57226807,0.9957591343471154,1.0
RP11-626G11.4,-0.005339769,-1.634161,0.9957395008960084,1.0
CTC-508F8.1,-0.005339769,-0.8010517,0.9957395008960084,1.0
RNU2-17P,-0.005339769,-2.1199434,0.9957395008960084,1.0
RP11-19G24.1,-0.005339769,-0.545715,0.9957395008960084,1.0
RP11-1094M14.7,-0.005339769,-2.2345848,0.9957395008960084,1.0
REV3L-IT1,-0.005339769,-0.5848833,0.9957395008960084,1.0
RP11-144C15.1,-0.005339769,-1.057678,0.9957395008960084,1.0
RPL36AP15,-0.005339769,-0.6549324,0.9957395008960084,1.0
RNA5SP375,-0.005339769,-0.90593946,0.9957395008960084,1.0
RP11-807H22.7,-0.005339769,-0.87506324,0.9957395008960084,1.0
RPS3AP54,-0.005339769,-0.5337366,0.9957395008960084,1.0
AC005330.2,-0.005339769,-0.9443913,0.9957395008960084,1.0
RP11-396C23.4,-0.005339769,-0.81827235,0.9957395008960084,1.0
RP11-106J23.1,-0.005339769,-0.33167267,0.9957395008960084,1.0
CTD-3105H18.18,-0.005339769,-1.9252326,0.9957395008960084,1.0
RP11-137H2.4,-0.005339769,-1.3084043,0.9957395008960084,1.0
IGBP1P1,-0.005339769,-1.9675298,0.9957395008960084,1.0
SNX15,-0.005339769,-1.7042096,0.9957395008960084,1.0
RP11-104O19.4,-0.005339769,-1.6352783,0.9957395008960084,1.0
MORF4,-0.005339769,-0.46087065,0.9957395008960084,1.0
CTD-2194D22.4,-0.005339769,-1.5231196,0.9957395008960084,1.0
SOWAHD,-0.005339769,-1.0177482,0.9957395008960084,1.0
CTD-2089N3.2,-0.005339769,-0.7272271,0.9957395008960084,1.0
RP11-39E3.4,-0.005339769,-0.4533239,0.9957395008960084,1.0
CTD-2323K18.1,-0.005339769,-1.4539648,0.9957395008960084,1.0
RP11-715J22.2,-0.005339769,-1.1105044,0.9957395008960084,1.0
DPYSL5,-0.005339769,-1.5838085,0.9957395008960084,1.0
AC016700.4,-0.005339769,-2.372778,0.9957395008960084,1.0
RP11-608O8.2,-0.005339769,-1.817551,0.9957395008960084,1.0
LMO7DN,-0.005339769,-0.83304876,0.9957395008960084,1.0
RP11-753H16.3,-0.005339769,-1.4466782,0.9957395008960084,1.0
KIR2DS4,-0.005339769,-0.47499612,0.9957395008960084,1.0
RP11-638I8.1,-0.005339769,-1.6086721,0.9957395008960084,1.0
SYT4,-0.005339769,-0.68666494,0.9957395008960084,1.0
RP11-81A1.4,-0.005339769,-1.3446256,0.9957395008960084,1.0
CC2D2B,-0.005339769,-1.4629787,0.9957395008960084,1.0
RN7SL269P,-0.005339769,-0.7889243,0.9957395008960084,1.0
IGKV3-11,-0.005339769,-1.2126491,0.9957395008960084,1.0
DPPA2P4,-0.005339769,-1.1894059,0.9957395008960084,1.0
CTD-2302E22.1,-0.005339769,-2.0395622,0.9957395008960084,1.0
RP11-165F24.5,-0.005339769,-0.41426554,0.9957395008960084,1.0
CYP2C8,-0.005339769,-0.55699086,0.9957395008960084,1.0
SCN3A,-0.005339769,-1.6391971,0.9957395008960084,1.0
CTB-55O6.10,-0.005339769,-0.9362904,0.9957395008960084,1.0
INSRR,-0.005339769,-1.5080327,0.9957395008960084,1.0
RP1-6P5.2,-0.005339769,-0.49253651,0.9957395008960084,1.0
OR2A20P,-0.005339769,-1.0124333,0.9957395008960084,1.0
RP11-507K2.3,-0.005339769,-0.97710186,0.9957395008960084,1.0
PM20D1,-0.005339769,-1.3506175,0.9957395008960084,1.0
RP11-45P15.2,-0.005339769,-1.6523896,0.9957395008960084,1.0
MIR3142HG,-0.0061272006,-0.13481447,0.9951112318875653,1.0
OR7E14P,-0.006151808,0.18256392,0.9950915985278678,1.0
THRB-AS1,-0.0062010223,0.082037225,0.9950523318174006,1.0
RPL21P116,-0.0063240584,-0.40553698,0.9949541650938684,1.0
RP11-160E2.6,-0.0063240584,-0.10644143,0.9949541650938684,1.0
EEF1GP1,-0.0063732727,-0.41249132,0.9949148984257593,1.0
FTH1P2,-0.0063732727,0.081419505,0.9949148984257593,1.0
RP11-609N14.4,-0.006422487,-0.25426373,0.9948756317699664,1.0
CTA-414D7.1,-0.0064470945,-0.18004885,0.9948559984467183,1.0
SLC2A1-AS1,-0.0066439523,0.15657985,0.9946989319738626,1.0
HSF4,-0.0066439523,-0.3587729,0.9946989319738626,1.0
CH17-472G23.4,-0.006791596,-0.212659,0.9945811322537009,1.0
LNP1,-0.0069638463,-0.20147146,0.9944436993963187,1.0
CCDC136,-0.0070130606,-0.23835254,0.9944044328957391,1.0
RP4-563E14.1,-0.0071853115,-0.47909072,0.9942670002510613,1.0
RP11-707G18.1,-0.0076036346,-0.22899973,0.9939332359730852,1.0
IL12RB2,-0.007775885,-0.9323302,0.9937958039285718,1.0
CEP120,-0.0078004925,-0.45747104,0.9937761707942872,1.0
MKRN2OS,-0.0078251,0.3046581,0.993756537663771,1.0
CTA-85E5.7,-0.0078251,0.21260439,0.993756537663771,1.0
AC025811.3,-0.0078251,0.19924743,0.993756537663771,1.0
ZNF716,-0.0078251,0.4622813,0.993756537663771,1.0
SUDS3P1,-0.0078251,0.7008851,0.993756537663771,1.0
RP11-749I16.3,-0.0078251,0.69354707,0.993756537663771,1.0
RP11-325E5.4,-0.0078251,0.839277,0.993756537663771,1.0
RP3-468K18.5,-0.007849706,0.4209596,0.9937369045370353,1.0
RP11-114G11.4,-0.007849706,0.70548445,0.9937369045370353,1.0
AP000275.64,-0.007849706,0.6517251,0.9937369045370353,1.0
RP11-672L10.5,-0.007849706,0.19466454,0.9937369045370353,1.0
CDH4,-0.007849706,0.4714138,0.9937369045370353,1.0
RP11-662I13.3,-0.007849706,0.40659365,0.9937369045370353,1.0
RHPN1-AS1,-0.007849706,0.6714881,0.9937369045370353,1.0
AF186192.6,-0.007849706,0.52742916,0.9937369045370353,1.0
LINC01424,-0.007874314,0.9037115,0.993717271414092,1.0
RP11-458D21.1,-0.007874314,0.5566344,0.993717271414092,1.0
AP001604.3,-0.007874314,0.18176307,0.993717271414092,1.0
SOAT2,-0.007874314,0.6602818,0.993717271414092,1.0
FCAMR,-0.007874314,0.63821393,0.993717271414092,1.0
CPT1B,-0.007874314,0.32840735,0.993717271414092,1.0
RN7SL804P,-0.007874314,0.502244,0.993717271414092,1.0
POMK,-0.007874314,0.24129017,0.993717271414092,1.0
RP11-399K21.14,-0.007874314,0.5666222,0.993717271414092,1.0
RLN1,-0.007874314,0.28308314,0.993717271414092,1.0
RP11-554D15.3,-0.007874314,0.7826298,0.993717271414092,1.0
RP11-249L21.2,-0.007874314,0.16172315,0.993717271414092,1.0
RN7SL774P,-0.007874314,0.583117,0.993717271414092,1.0
RP11-221N13.3,-0.007874314,0.194205,0.993717271414092,1.0
RP11-602N24.3,-0.007874314,0.47143126,0.993717271414092,1.0
LRRTM2,-0.007874314,0.09499986,0.993717271414092,1.0
AC093609.1,-0.007874314,0.3588357,0.993717271414092,1.0
LBHD1,-0.007874314,0.388719,0.993717271414092,1.0
RP11-561I11.3,-0.007874314,0.23447837,0.993717271414092,1.0
AC007193.9,-0.007874314,0.01942548,0.993717271414092,1.0
RP3-467L1.4,-0.007874314,0.5593367,0.993717271414092,1.0
LA16c-358B7.4,-0.007898921,0.68832916,0.9936976382949528,1.0
CTA-363E6.3,-0.007898921,-0.07471694,0.9936976382949528,1.0
RP11-814H16.2,-0.007898921,-0.038230915,0.9936976382949528,1.0
TFAMP1,-0.007898921,-0.092719994,0.9936976382949528,1.0
AC093166.4,-0.007898921,-0.46566695,0.9936976382949528,1.0
RP11-296P7.4,-0.007898921,-0.1591784,0.9936976382949528,1.0
FLT3,-0.007898921,0.3406603,0.9936976382949528,1.0
C1orf105,-0.007898921,-0.49723816,0.9936976382949528,1.0
RP1-224A6.9,-0.007898921,0.19183849,0.9936976382949528,1.0
WNT10B,-0.007898921,0.6228556,0.9936976382949528,1.0
RN7SKP179,-0.007898921,-0.07688904,0.9936976382949528,1.0
ZPBP,-0.007898921,-0.3528733,0.9936976382949528,1.0
AC004019.13,-0.007898921,0.020565128,0.9936976382949528,1.0
PCDHGB7,-0.007898921,-0.5773325,0.9936976382949528,1.0
CFAP161,-0.007923529,0.08551468,0.9936780051796298,1.0
RP11-977B10.2,-0.007923529,-0.13462403,0.9936780051796298,1.0
RP11-386I14.3,-0.007923529,-0.22500834,0.9936780051796298,1.0
TEX21P,-0.007923529,-0.8130188,0.9936780051796298,1.0
KNG1,-0.007923529,-0.28584698,0.9936780051796298,1.0
AC087491.2,-0.007923529,-0.13356078,0.9936780051796298,1.0
ACAP2-IT1,-0.007923529,-0.24409138,0.9936780051796298,1.0
LINC01537,-0.007923529,-0.20222734,0.9936780051796298,1.0
MTND2P2,-0.007923529,-0.5595572,0.9936780051796298,1.0
RP11-65J3.14,-0.007923529,-0.071028516,0.9936780051796298,1.0
CTA-268H5.12,-0.007923529,-0.7153873,0.9936780051796298,1.0
RN7SL353P,-0.007923529,-0.46004677,0.9936780051796298,1.0
RP11-1086I4.2,-0.007923529,-0.15393563,0.9936780051796298,1.0
RP11-142L4.2,-0.007923529,-0.87651914,0.9936780051796298,1.0
KB-1440D3.13,-0.007923529,-0.012659693,0.9936780051796298,1.0
RP11-810P12.1,-0.007923529,0.090223156,0.9936780051796298,1.0
NDE1P2,-0.007923529,-0.12450711,0.9936780051796298,1.0
RP5-907C10.3,-0.007923529,-0.097502284,0.9936780051796298,1.0
BOLA2P2,-0.007923529,0.1752787,0.9936780051796298,1.0
RP11-427P5.3,-0.007923529,-0.07623402,0.9936780051796298,1.0
RP11-40B20.1,-0.007923529,-0.17508502,0.9936780051796298,1.0
Metazoa-SRP.79,-0.007923529,-0.11189783,0.9936780051796298,1.0
SLC38A8,-0.007923529,0.23253709,0.9936780051796298,1.0
LCMT1-AS2,-0.007923529,0.20829138,0.9936780051796298,1.0
RP11-283I3.4,-0.007923529,-0.1373071,0.9936780051796298,1.0
SNORD13,-0.007923529,-0.05778449,0.9936780051796298,1.0
MAST4-AS1,-0.007923529,-0.15724784,0.9936780051796298,1.0
RP11-156K13.1,-0.007948136,-0.12009127,0.9936583720681348,1.0
RP11-452H21.1,-0.007948136,-0.16437066,0.9936583720681348,1.0
IFNL1,-0.007948136,-0.068107076,0.9936583720681348,1.0
Y-RNA.51,-0.007948136,-0.36283147,0.9936583720681348,1.0
SOX30,-0.007948136,-0.70094377,0.9936583720681348,1.0
COL28A1,-0.007948136,-0.7628437,0.9936583720681348,1.0
RPSAP31,-0.007948136,-0.19282609,0.9936583720681348,1.0
RP11-463O9.1,-0.007948136,-0.34875935,0.9936583720681348,1.0
MIP,-0.007948136,-1.1543039,0.9936583720681348,1.0
CTD-2213F21.2,-0.007948136,-1.4323651,0.9936583720681348,1.0
IGLV5-45,-0.007948136,-0.8204893,0.9936583720681348,1.0
MEF2C-AS1,-0.007948136,-0.5894217,0.9936583720681348,1.0
CAMP,-0.007948136,-0.25038943,0.9936583720681348,1.0
LHX5,-0.007948136,-0.06952789,0.9936583720681348,1.0
RP11-342F17.1,-0.007948136,-0.19658946,0.9936583720681348,1.0
RP11-115M14.1,-0.007948136,-0.4392528,0.9936583720681348,1.0
RP11-707M3.3,-0.007948136,-0.37718618,0.9936583720681348,1.0
ATP1B3-AS1,-0.007948136,-0.7026338,0.9936583720681348,1.0
RP5-1125N11.2,-0.007948136,-0.48400512,0.9936583720681348,1.0
EIF2S2P3,-0.007948136,-0.8315459,0.9936583720681348,1.0
RP5-1107A17.4,-0.007948136,-0.31326652,0.9936583720681348,1.0
RP11-3J10.7,-0.007948136,-0.3733586,0.9936583720681348,1.0
RPL21P71,-0.007948136,-0.24936494,0.9936583720681348,1.0
RP11-552F3.10,-0.007948136,-0.9502362,0.9936583720681348,1.0
CTD-3010D24.3,-0.007948136,-0.2149499,0.9936583720681348,1.0
RPS3AP40,-0.007948136,-0.42625058,0.9936583720681348,1.0
AC074289.1,-0.00796044,-0.26400644,0.9936485555138265,1.0
RP11-303E16.3,-0.007972742,-0.85152406,0.9936387389604796,1.0
BNIP3P37,-0.007972742,-0.8298968,0.9936387389604796,1.0
CTD-2033A16.1,-0.007972742,-0.62694395,0.9936387389604796,1.0
