names,scores,logfoldchanges,pvals,pvals_adj
ATF1,1.5073775,0.11422274,0.13171393418805033,0.5529655965703367
SPATA6,1.5072913,0.82155395,0.13173599898576877,0.5529921534486243
CUL2,1.5070822,0.054080848,0.13178959684937186,0.553151055465617
C6orf141,1.5067745,1.1105433,0.13186844793487718,0.553363043379777
SAA2,1.5067623,1.4534373,0.1318716027385477,0.553363043379777
PAPOLG,1.5063562,0.86114204,0.13197574407409984,0.553733910681096
NDOR1,1.5061347,2.6975493,0.1320325752919356,0.5539062128814516
RAD17,1.5057534,0.34482667,0.13213049572401128,0.5542508318126954
ZNF598,1.5051874,0.2515585,0.13227590068291448,0.5547813583179457
EPHA1-AS1,1.5048429,0.43181893,0.13236446871759777,0.5550334894847593
FBXW2,1.504277,-0.014090777,0.13251007305675078,0.5555777347075106
RBM26-AS1,1.5037479,1.1445111,0.132646293607285,0.5560825111432953
AB019441.29,1.5036248,0.40827537,0.13267798834151562,0.5561490241444943
GOLGA6L9,1.503268,2.4229257,0.1327699362342964,0.5564680555400219
PRIM2,1.5025667,0.75296944,0.13295080518817992,0.5571596541372498
MT1H,1.5024191,1.6665986,0.13298890715772987,0.5572528626102372
CTA-292E10.6,1.5020623,0.7863108,0.1330810218166692,0.5575723469507122
CILP,1.5011641,0.29346746,0.13331311528616385,0.5584781573362784
PDE9A,1.5010288,0.71098834,0.13334811541682304,0.5585581825429277
SMG1P1,1.500549,2.2996502,0.1334722640937107,0.5589317268933772
RPL31P12,1.5004628,2.5186808,0.13349455665400606,0.5589317268933772
MDC1,1.5004382,0.15975723,0.1335009264861028,0.5589317268933772
CCDC157,1.4988264,0.51788,0.13391866292642804,0.5605470838599058
USP32,1.4985926,0.38387042,0.13397933452094787,0.5607342368544972
XDH,1.4981867,1.0848395,0.1340847620289199,0.5611086367182111
RP11-488L18.4,1.498039,0.8464114,0.13412311520843959,0.5612022928246427
TMEM165,1.4979529,-0.0049158395,0.1341454918142568,0.5612290848885345
ZNF764,1.4978175,0.6932969,0.1341806608850263,0.561229248320597
KANK1,1.4977807,0.72439456,0.13419025368718512,0.561229248320597
ZNF784,1.4970301,0.90980357,0.13438542238005544,0.5619652243898177
ST7-OT4,1.4964888,1.113484,0.13452633599703465,0.5624875419797468
LY6D,1.4939296,1.3543625,0.13519401998046868,0.5652120290354316
ARCN1,1.4931176,0.079714544,0.13540641550938395,0.5660326482953248
SLC16A4,1.491555,0.42135727,0.13581584112025655,0.5675415768030702
CBR4,1.4914812,0.24825664,0.13583520768606067,0.5675550032167608
YEATS2,1.4912966,0.59803224,0.13588363343031057,0.567689828843515
SPTB,1.4900416,3.2326314,0.13621328210138933,0.5688640992074544
PLCB3,1.4897218,0.60970366,0.1362974088516851,0.56914778464511
ELOVL7,1.4895741,1.2881281,0.13633625010694697,0.5692423229361356
HLCS,1.4894757,1.5729113,0.13636214902324234,0.569282807263738
VPS11,1.4888605,0.2673664,0.1365241032937343,0.5698235173705577
PUS10,1.4887621,0.6477817,0.1365500297470435,0.5698640331586142
RP5-907D15.4,1.4885899,3.0353022,0.13659541018299207,0.5699857169571765
SNCAIP,1.4882946,1.2802303,0.1366732322919839,0.5702427284857919
SERAC1,1.4873471,0.21074866,0.13692314253492627,0.5710819815959918
TRIM73,1.4866828,1.1577483,0.13709861447021904,0.5716781176609478
HIF1AN,1.4862522,0.23353903,0.13721243889483922,0.5720848511415897
DDX47,1.4857846,1.7735732,0.1373361022098269,0.572532504881617
LYSMD1,1.4853663,1.774506,0.13744682117417067,0.5728581330906864
ANGPTL6,1.4851941,2.6435242,0.1374924313370964,0.5729802603521388
ZNF609,1.4843205,0.39382243,0.1377239197149979,0.5738768879490572
CCR7,1.4842098,-0.057579573,0.13775328475718518,0.5739311822534924
GDPGP1,1.4839883,2.7476244,0.1378120293216443,0.5741078551358753
DNAJC3-AS1,1.4837422,0.37815756,0.13787732370722283,0.5743117686370213
GOLGA2,1.483287,-0.024589127,0.1379981811824325,0.5746108196071067
MTRF1,1.4828317,0.7504407,0.13811912029328252,0.5750461100891701
SOCS3,1.4827087,-0.11979626,0.13815182055678624,0.5750461100891701
AFG3L2,1.4821059,0.021811703,0.1383121380968783,0.5755088787344647
SLC11A2,1.4789191,0.1822285,0.13916191320006602,0.5788390932028318
RP4-635E18.8,1.4786485,2.1996453,0.13923427969583047,0.579071545586293
KCNA5,1.4763601,4.179304,0.1398472639806935,0.5814832686345167
CTB-61M7.2,1.4758556,1.9319551,0.1399826630853148,0.5819083475688357
UGT8,1.4757941,2.1822023,0.13999918206914383,0.5819083475688357
MED7,1.4752527,0.2055733,0.1401446138062042,0.5823887858152379
SMYD4,1.4752405,0.54639363,0.14014792042316312,0.5823887858152379
ZBED5,1.4745514,0.22409552,0.14033318677923132,0.5830897016897224
UBL4A,1.4740962,0.21220797,0.14045569821905723,0.5834607421289402
C11orf84,1.4737271,0.6680831,0.1405550921908865,0.5836666072718115
RN7SL452P,1.4732349,2.172281,0.14068770161627742,0.5840792149696216
POGLUT1,1.4730381,0.38770005,0.14074077231546028,0.5842305098421192
CD93,1.472349,1.1495775,0.14092664098743776,0.5849327821101774
LINC00476,1.47166,0.30983627,0.14111269830995188,0.5854977155314312
NUP43,1.4712172,0.94546527,0.1412324062556899,0.585925208855079
MSANTD4,1.4698145,0.36887813,0.14161199634640273,0.5874306365561818
MAPK3,1.4685719,0.1276992,0.14194895427983567,0.5884810039672007
RP4-660H19.1,1.4684857,3.6087403,0.14197233060016434,0.5885084751813089
RGP1,1.4677721,0.4302017,0.14216613387180987,0.5891728135864638
YBX1P2,1.4660496,1.2802572,0.14263477188102483,0.5910452541620247
SECTM1,1.4652376,0.32019344,0.14285611211021218,0.5918926295981491
MAD2L1BP,1.4646716,-0.03757722,0.14301053536639513,0.5924625822542499
ABCA3,1.4631952,1.4634085,0.14341398157803847,0.5939238852834019
GPC5,1.4630352,2.9513807,0.14345774061401095,0.5940350873863612
CDC6,1.4625307,1.1019764,0.14359581696998622,0.5945367698845705
RFX2,1.4618418,0.296591,0.14378457372439318,0.5951780157642029
TMCO1,1.4611281,-0.024095919,0.14398027231802882,0.595917878182818
SPG11,1.4594917,0.25505844,0.1444298004583745,0.5975672443599845
MARCKSL1P2,1.4589381,1.9520057,0.14458213974420284,0.5980847029132433
FOXN2,1.4581261,0.13284451,0.14480579339165117,0.5988408134199228
MXRA7,1.4578185,0.1831612,0.14489057986736026,0.5991209278144878
RP1-151F17.2,1.456625,1.695856,0.14521991149107213,0.600341403722652
ZNF507,1.4554193,0.6589974,0.14555322019074954,0.601435845788836
SCN8A,1.455407,1.8986424,0.14555662431637176,0.601435845788836
RP11-212P7.1,1.4553578,0.5462519,0.14557024142844063,0.601435845788836
MOB3B,1.4549148,0.34512922,0.1456928393324974,0.6018715943500642
ANKRD12,1.454152,-0.0110886255,0.1459041654411056,0.6025035060738425
TBCD,1.4536722,0.5334972,0.14603721654303942,0.6028830350749587
ACVR2B,1.4536599,1.6223657,0.14604062933038206,0.6028830350749587
IDE,1.4531677,0.6272362,0.14617719088233874,0.603375893051101
ZSCAN1,1.4529954,1.5709609,0.14622501050514145,0.603502378021631
CTD-2015H6.3,1.452774,0.922575,0.14628651046576002,0.6036852883737935
INPP5A,1.451679,0.88753414,0.14659088450417748,0.6047282760425357
PLEKHA8,1.4514452,0.9151836,0.1466559259388196,0.6049255644353636
ZNF7,1.4509407,0.0068606315,0.1467963537188272,0.6053626629003513
DYNC2LI1,1.4502149,0.42860392,0.14699861316936336,0.6059264178107101
FANCE,1.4502026,1.6966916,0.1470020431313076,0.6059264178107101
GALNT10,1.4499196,0.506218,0.1470809491485072,0.6061805452589796
CLP1,1.4492428,0.16771251,0.14726976876681352,0.6067735331927196
ETV5,1.448394,0.32224354,0.14750691357862059,0.607622263254735
BIRC7,1.4482586,4.456271,0.14754474623359626,0.6076643604404413
NPIPA1,1.4479141,0.8614939,0.14764108100373588,0.6079898477574145
TTC31,1.4473481,0.3301681,0.1477994496190296,0.6084993745447159
PTHLH,1.4471881,-0.19868061,0.14784422948566592,0.6086124197983447
RP11-291I6.2,1.4470774,4.0047913,0.14787523700443503,0.6086687502519711
SLC44A5,1.446856,3.7419777,0.14793726694938403,0.6088527438522441
UPK2,1.4464376,1.5481306,0.14805448886450526,0.6092638166144755
MFSD13A,1.4463146,1.6751226,0.14808897939993093,0.6093343823886372
NMRAL1,1.4460808,0.085248925,0.1481545283281818,0.6095039299019511
SVIL-AS1,1.446044,0.46775207,0.1481648801847891,0.6095039299019511
PPCS,1.4454287,-0.013313832,0.148337492486539,0.6099997423355041
KIAA1586,1.4437063,0.1963098,0.14882162407174115,0.6118473861175551
RP11-166P13.4,1.4437063,0.6466494,0.14882162407174115,0.6118473861175551
RBM10,1.4433986,0.124101125,0.14890820294281246,0.6120600971450298
C5orf22,1.4425497,0.4871436,0.14914736015003924,0.6128850348194068
ZNF783,1.4425005,1.7051365,0.14916123332121098,0.6128850348194068
NRF1,1.442402,0.591767,0.1491889826183432,0.6128984630325133
BNIPL,1.4423652,2.1870608,0.1491993896205233,0.6128984630325133
PDCD6IPP2,1.4415286,1.3879162,0.149435430314109,0.6137963343565841
ZNF582,1.4412701,0.81446326,0.14950838279309542,0.6140241998171136
REXO2,1.439929,-0.006085699,0.14988747755156698,0.6154372471396875
PPP5D1,1.4394492,1.2681712,0.15002329491869462,0.6158509717219693
RP1-68D18.2,1.4383911,0.8421871,0.15032312129903525,0.6170096807057948
ESRP2,1.438145,1.6757903,0.15039291380224598,0.617224042336399
UTP6,1.437862,0.013033852,0.1504732057203959,0.6172794820385845
YARS,1.4373575,-0.12068293,0.15061641583944171,0.6177805008777474
MTHFR,1.43721,0.8576093,0.15065835064492938,0.6178803723484994
RP11-132A1.4,1.4368654,1.659694,0.15075623313439893,0.6182096464959275
WDR19,1.4367055,0.73959965,0.150801695049243,0.6183239065883013
BRWD3,1.4361519,0.93697447,0.15095914390373993,0.6186806859976557
RP11-473M20.16,1.4360657,0.3022434,0.15098364720299495,0.6187089391739243
EBI3,1.4353644,2.0562305,0.1511832869052537,0.619454785471264
FGF2,1.4351676,0.81346446,0.15123936225628826,0.619612289281097
SCNN1B,1.4347738,2.9212391,0.1513515604952709,0.6199996593215977
ENO1-IT1,1.4342325,1.94545,0.1515059365945151,0.6205596971611435
WDSUB1,1.4337034,0.8698693,0.15165691999835623,0.6210333198300987
GOT1,1.4332974,0.43073037,0.15177286867928927,0.6214356999238816
CSF3R,1.4329774,1.286002,0.1518642697226677,0.6217374873812549
RP11-848P1.9,1.4324116,0.5778066,0.15202608192916,0.6223274366283393
ANKRD13D,1.4322393,0.07986267,0.15207535516822737,0.6224566174086287
SCNN1G,1.432067,23.721764,0.15212464056470437,0.6225858178498413
EXOSC8,1.431218,0.022217218,0.15236772482950806,0.6234354270274561
ID1,1.4311074,-0.010946598,0.1523994532568117,0.6234926397505914
KRT18P11,1.4305291,1.9310482,0.1525652278603704,0.6240981814965787
UQCC1,1.4303691,0.3287922,0.15261110462891808,0.6242131735898762
ADK,1.4296801,-0.0071193003,0.1528088476489945,0.624803777743212
E2F4,1.429028,0.07920236,0.15299617679410574,0.6254969364278457
PIN4P1,1.4278715,0.9618443,0.15332885054764495,0.6266227803297535
RNF113A,1.4264073,0.12394033,0.15375079004197806,0.6279244459054864
ATXN7L1,1.4251893,1.1057943,0.15410248748976393,0.6291263642800071
RP11-582J16.5,1.4251401,0.9014647,0.15411671032753724,0.6291263642800071
IKBKG,1.424771,0.31670034,0.1542234134114493,0.6294156847730596
RASSF10,1.4246726,0.72731704,0.1542518770461693,0.6294587340321903
RGS9,1.4243526,0.38138893,0.1543444114282031,0.6297631977157027
CEP192,1.4241436,0.805075,0.15440493747904238,0.6298638660543544
PRRC1,1.4230977,0.13621241,0.15470783826677315,0.6308942893161359
MARK4,1.4230853,0.2529901,0.15471140448976312,0.6308942893161359
PATZ1,1.4222734,0.3599894,0.15494691329260768,0.6315464095606047
POFUT1,1.4222242,0.31420147,0.15496119529876115,0.6315464095606047
SLC52A3,1.4222242,1.3027494,0.15496119529876115,0.6315464095606047
NR1D1,1.4220396,0.1059904,0.15501476172561146,0.6315886043354029
RNU2-27P,1.4220272,2.1989632,0.1550183333206253,0.6315886043354029
CCDC25,1.4220027,-0.071360305,0.15502547669812194,0.6315886043354029
ARFIP2,1.4219165,0.008084896,0.1550504804878417,0.6316172326887325
P2RX5-TAX1BP3,1.4213874,3.2244346,0.15520414238474908,0.6320233591432729
GMPPB,1.42076,0.13710251,0.15538654240113173,0.6325894300587065
WDR78,1.4207478,1.773494,0.1553901204980065,0.6325894300587065
TTLL12,1.4207231,0.5603371,0.15539727687939703,0.6325894300587065
DONSON,1.4206616,0.7450211,0.15541516892747273,0.6325894300587065
LRRC14,1.4201202,0.25869676,0.1555726863879595,0.6330838934724297
ZFYVE21,1.4198865,-0.06296224,0.15564074273973735,0.633287492317391
KLK4,1.4192712,1.7650045,0.15581994637206342,0.633943239437523
AGPAT1,1.4187545,0.26661584,0.1559705983887098,0.6343357997901746
SYPL2,1.4183239,3.3263476,0.15609622613636098,0.6347732529283615
RPL7AP30,1.4180901,0.45352292,0.1561644561972168,0.6349329504995883
INAFM1,1.4180655,0.04976397,0.15617163962480268,0.6349329504995883
HUWE1,1.4174995,0.07440401,0.1563369276524541,0.6355314072739761
ZNF839,1.4174258,1.1466078,0.15635849673924818,0.6355455556378394
RP4-635A23.6,1.4161462,0.46231702,0.15673271963110652,0.6367719824513098
LIG4,1.4154326,0.93607306,0.1569417156312214,0.6374736622777992
MSH6,1.4149404,-0.006452457,0.1570859738545552,0.6379121233679839
RP11-114H7.1,1.4148173,0.31094953,0.15712205411057695,0.6379849036374807
ALKBH4,1.4139684,0.09785564,0.1573711790997322,0.6389226227951341
DISP1,1.4134885,1.9504967,0.15751212122559632,0.6392879054909938
PI4KA,1.4134762,0.4827196,0.1575157363835359,0.6392879054909938
ZNF530,1.4130579,0.66455305,0.15763868916546764,0.6396391435302813
ARL6IP6,1.4115692,0.23049411,0.15807684631667984,0.6412689060543293
KLC2,1.4110525,0.2231855,0.15822914937152355,0.641738562064929
RABEP2,1.4103512,0.21708852,0.15843602407655266,0.642429279391769
ZNF689,1.4089363,0.35881874,0.15885402613710553,0.6439755634391604
MLXIPL,1.408518,1.2563593,0.1589777690796339,0.6443875395269554
CCNJL,1.4083948,2.1339362,0.15901417794170591,0.6444017464800273
ZNF384,1.4079765,0.8863514,0.1591380152718127,0.6447827827230531
ATXN7L3,1.4077674,0.20620233,0.15919996129564495,0.6447827827230531
GPR107,1.4070784,0.37792742,0.15940414782504553,0.6454003166332672
TRABD,1.4069799,0.0022772772,0.15943333349444455,0.6454003166332672
TRPC6,1.4069431,23.602016,0.1594442791625661,0.6454003166332672
POU3F3,1.4069431,23.783003,0.1594442791625661,0.6454003166332672
HOXC11,1.4069431,23.510891,0.1594442791625661,0.6454003166332672
ICA1L,1.4064509,0.3932893,0.15959027572745454,0.645857247514323
SUGP2,1.4064386,0.14047898,0.15959392693665442,0.645857247514323
TIGD2,1.4060326,1.4220458,0.15971445228863979,0.646270560999811
IGHMBP2,1.4059341,0.21224806,0.15974368091983715,0.6463143976414646
ANKRD18A,1.4055897,2.0651526,0.15984601298578383,0.6466539627237208
IMPAD1,1.4044085,0.021979535,0.16019724213781206,0.6479256478084524
CAPN7,1.4041378,0.08130441,0.16027781426051624,0.6481769111467816
KRT8P3,1.4039164,1.5260723,0.16034375968799075,0.6483689718768045
CENPK,1.4028828,0.63377875,0.1606517762129105,0.6495397188999551
AGPAT4-IT1,1.4024892,0.82169574,0.16076923337931404,0.6498650500209616
FRMD1,1.4019724,4.9057794,0.1609234943668547,0.6503389664802669
NBPF10,1.4018862,0.73356885,0.1609492153996428,0.6503681061606038
B3GAT2,1.4017755,0.2743354,0.16098228986243113,0.6504269496684127
MTERF3,1.4014434,0.15364607,0.16108154405809005,0.6507531390687586
RPS2P44,1.401308,1.8073038,0.1611219942027795,0.6508417183622278
PRKAB2,1.4012341,0.23386775,0.16114406115175905,0.6508560281143873
RP4-594I10.3,1.4000407,0.6287809,0.16150112700559527,0.6521482700082277
ANKRD6,1.3999177,1.0140705,0.16153797186215202,0.6522220916314309
SS18L1,1.3997331,0.5704166,0.16159325104725974,0.6523703177692142
DMPK,1.3986012,0.44439748,0.16193260920871355,0.6536652371953299
SSH3,1.397137,0.592159,0.16237235919119353,0.6552145216702175
SAMD10,1.3966942,1.1607482,0.16250557016857758,0.6556014706479474
KIF14,1.3961651,1.195748,0.16266479131930123,0.6560931515329639
ADGRA3,1.3958082,0.31134957,0.16277223945277552,0.6564511746066654
STK17B,1.3936182,-0.019159218,0.16343292171280766,0.6589643911383403
GDI1,1.3933475,0.026208917,0.16351471923810945,0.6592185496765319
TRIQK,1.3916988,0.66650534,0.16401360706773827,0.6610781328811499
GSC,1.3913543,0.95834786,0.164117996993132,0.6613621800193858
SPRR2E,1.391342,3.5549877,0.1641217261303266,0.6613621800193858
ZKSCAN8,1.3892996,0.7235129,0.164741648164468,0.6633729096022641
EXT1,1.3892874,0.03905307,0.16474538796991023,0.6633729096022641
PLXNA1,1.3892628,0.27980313,0.16475286777257314,0.6633729096022641
FHAD1,1.3886845,1.2404274,0.16492871675625165,0.6640048657305949
DUSP22,1.3884507,0.21185587,0.16499984473796547,0.6642151174230542
ATG9B,1.388094,2.5698013,0.1651084530181517,0.6645000569063871
ALDH16A1,1.3869251,0.49817172,0.16546461565637482,0.6656881326966045
BEND6,1.3869127,0.4292545,0.16546836780927965,0.6656881326966045
NSMAF,1.3868144,0.3447866,0.16549838733755062,0.6656881326966045
ADPRM,1.3866667,0.3634765,0.16554342431383706,0.6657930647054333
EPOR,1.3863221,0.8559811,0.16564854645464377,0.6661395993686516
ZNF804A,1.3853871,0.7932684,0.16593413114871014,0.6671353356116182
MB21D1,1.3836523,0.17420498,0.16646494660096134,0.6690390113287253
L1CAM,1.3835908,0.5312397,0.16648379325592844,0.6690390113287253
RGAG4,1.3832586,0.713579,0.16658559291527686,0.6693715470126089
AC005785.5,1.3825818,1.2912134,0.16679310733484898,0.6701287394179438
RP11-422P24.12,1.382225,1.0140991,0.1669026022328336,0.6704153343375567
HOXC13-AS,1.381819,23.55149,0.16702726557982384,0.6708393891343291
FAAP20,1.3813515,-0.04495084,0.16717090397865342,0.6713395486672749
NFASC,1.3805395,1.441199,0.16742060176654128,0.6722654677791345
HLA-DRB5,1.3790385,0.509189,0.16788290182180177,0.6739677508579759
CAMK1D,1.3786694,0.11488626,0.1679967288701214,0.6743476600995905
CTTNBP2,1.3782141,0.87961894,0.16813719535925853,0.674834402438605
CROCCP2,1.3776851,0.4953205,0.16830055096032048,0.6754128906899898
NINL,1.3775743,0.8966777,0.16833475673993747,0.6754730102852562
ZNF419,1.3772544,0.51992184,0.16843360275019914,0.6757924668982811
IL1B,1.3770821,0.6616149,0.16848684556644966,0.6759289014589185
WDR4,1.3767253,0.8744485,0.1685971744391983,0.6762170917718302
CD164L2,1.376061,1.9096924,0.16880275886951357,0.6768871185665783
PMS2CL,1.3755442,0.87647575,0.16896278787048458,0.6774047689757267
C2orf76,1.3755196,0.13129325,0.16897041113713585,0.6774047689757267
TNS2,1.3743631,0.9206376,0.16932899580399174,0.6787648907670565
TOP2A,1.3742646,0.54238915,0.16935953998122155,0.6788089702296111
ZDHHC13,1.3742031,0.47567552,0.1693786321902092,0.6788089702296111
LINC01535,1.3739693,2.5430942,0.16945119730542602,0.6790223331804451
DIAPH3,1.3737848,0.69924325,0.16950850202033063,0.679174503191278
CTU2,1.3736125,0.18178661,0.16956199953084194,0.6793113858057163
TBC1D32,1.3733419,1.2934322,0.16964609262487185,0.6795707974432644
ARHGEF16,1.3728374,1.7736738,0.16980289500740486,0.6800591742565156
MAP9,1.3722837,0.1393478,0.16997512022555372,0.680656011981403
ZNF749,1.3721238,0.63824934,0.1700248985460623,0.6807777561727519
BMS1P20,1.3719516,2.3818142,0.17007851818708875,0.6808517053656328
PAPSS1,1.3718778,0.22787619,0.1701015019126092,0.6808517053656328
RP11-330L19.1,1.3706965,1.7078177,0.1704695581740333,0.6821694677044032
MT1XP1,1.3705735,1.257407,0.17050793165625688,0.6822453227129696
U2AF1,1.3703767,1.066049,0.17056934268868396,0.6824133290101242
TCEA3,1.3701922,0.43529984,0.17062693057961043,0.6825660031782549
SLC19A2,1.3701184,0.59084547,0.17064996981390668,0.6825804518911215
SHANK2,1.3698599,0.9228169,0.1707306254866352,0.6827313552629146
WDR93,1.3698477,3.7311087,0.1707344669451053,0.6827313552629146
SYNC,1.3686788,0.02224892,0.17109970080878867,0.6839899861095448
SHPRH,1.3679652,0.00019495326,0.17132297315337308,0.6846488468771341
CCDC8,1.3678052,0.509868,0.17137304686687715,0.6847710680845819
RP11-87H9.5,1.367596,1.1367126,0.1714385444084745,0.6848145345953727
CLSPN,1.3675838,0.7528446,0.17144239778855552,0.6848145345953727
TAF1,1.367473,0.24722566,0.17147708112707372,0.6848752126179078
ZNF286A,1.3673007,0.8106788,0.17153104342684233,0.685012867788373
NDUFA4,1.3667717,0.12412617,0.17169686425588826,0.6855971503160171
KPNA5,1.3665749,0.24747053,0.17175859564685403,0.6857657111422973
CCDC88A,1.3662058,0.13194455,0.17187438677372957,0.6861500487779785
MRPL57,1.3653938,-0.04831416,0.17212933286000887,0.6870897648303126
PAX6,1.36484,2.9367704,0.17230332188728004,0.6877061472804253
EFR3B,1.3645694,1.8675426,0.17238843105576696,0.6879513159192705
SPRYD3,1.3645202,0.47107896,0.1724039088279259,0.6879513159192705
RIMS2,1.3636097,1.2489063,0.17269043513425053,0.6889381671899503
PINX1,1.3634866,0.19318996,0.17272918220160427,0.6890145114274938
HSPA9,1.3631053,0.006654894,0.1728493394244761,0.6894155455419421
ZNF227,1.3621333,0.56190073,0.17315582909830074,0.6905595976582062
TRPV1,1.3617887,2.004414,0.1732645558001269,0.6908818742803134
TMEM102,1.3616904,0.5274861,0.17329562994257586,0.6908818742803134
CTC-487M23.6,1.3608168,0.51503915,0.17357159550401113,0.6918250718132083
PLEKHM1,1.3601524,0.28739977,0.17378170456084885,0.6925839598168585
GABRB2,1.3600293,0.96459746,0.17382063448884855,0.6926605413140177
THAP8,1.359894,1.2599578,0.17386346493425964,0.6927526469114553
RNF40,1.3595988,0.17255153,0.17395694054416944,0.6930465025535087
AGR2,1.3588359,1.0075425,0.17419859295122297,0.6939305627370997
MACROD2,1.3575194,0.3750619,0.17461622777624697,0.6954365407978279
RPUSD3,1.3572856,0.13342175,0.1746904653177792,0.6956533490808311
NPHP4,1.3566458,1.4194044,0.17489376222615072,0.6962573288194382
FGGY,1.3566213,0.8585836,0.17490158486296747,0.6962573288194382
NRG3,1.3566213,2.8018026,0.17490158486296747,0.6962573288194382
FGFR1OP,1.3561414,0.43585443,0.17505417848216376,0.6967069054112849
GOLGA6L4,1.3560553,2.572268,0.17508157759383802,0.6967370289681163
DRD4,1.35576,1.4928633,0.17517554170133942,0.6970320110618982
CAMK2B,1.3552186,1.4378526,0.1753479069570243,0.6976388530104233
P3H2,1.3550464,0.50574285,0.17540277697467677,0.6977781441355603
RP11-154H23.3,1.3548249,1.4866288,0.1754733429611801,0.697979837534367
FBXL17,1.3542713,0.8964356,0.17564985057984717,0.6985237691140838
CGGBP1,1.35373,0.0002432022,0.17582256382284434,0.6991304332503744
CLEC18C,1.3536683,5.3455954,0.1758421983387949,0.6991304332503744
LLNLR-246C6.1,1.353373,4.1719847,0.17593646677751296,0.6994260873758676
RP11-793J2.1,1.3526841,2.1460211,0.17615657301426046,0.7001739276273692
TRIB3,1.3526595,0.4567417,0.17616443774657586,0.7001739276273692
ZFYVE19,1.3525487,0.41288805,0.1761998322816245,0.7002353927400607
DNMT3B,1.352438,2.579202,0.17623523211815062,0.7002968650159717
TELO2,1.3513308,0.5554631,0.17658952214382473,0.701625337614303
CTC-444N24.8,1.350814,0.51768017,0.17675503903096967,0.7022035613244142
RP1-146I3.1,1.3507155,1.1620047,0.17678657915994656,0.7022494583137051
KIF12,1.3505433,1.2232676,0.1768417844764708,0.7023412711286322
GNGT1,1.3505187,1.3045682,0.17684967199871948,0.7023412711286322
NSUN5P1,1.3499035,0.5090138,0.17704694525631604,0.7030452556036012
ALOXE3,1.3497435,2.4820385,0.17709826314608834,0.7031695644296321
GPNMB,1.3494606,0.08186294,0.1771890834792894,0.7033711951242609
TCF12,1.3490791,0.24654694,0.17731154838006724,0.7037778188357052
GAST,1.3485008,2.0534158,0.17749734120123328,0.7042922674694768
FECH,1.3483286,0.4628812,0.17755271175780252,0.7044167262432692
RP11-43D4.2,1.3473812,1.1827039,0.17785747975121502,0.7053869004468832
ZNF682,1.3472459,0.43543103,0.1779010498086263,0.7054800660300321
THAP7,1.347049,0.09818502,0.17796443862077416,0.7056517944860512
SEMA4D,1.3467661,0.38853073,0.1780555894916993,0.7058528331045044
TKFC,1.3467045,0.61713773,0.17807540949589662,0.7058528331045044
RANBP6,1.3463477,0.3324269,0.17819039790417024,0.7061492928449156
DDX11,1.3457818,0.36600956,0.17837290664375183,0.7067928357875516
RP3-405J10.2,1.3453635,1.8521537,0.17850789378455878,0.7072479531033461
C6orf226,1.3451788,-0.08775505,0.17856747109202808,0.7074042278518894
NEK5,1.3448344,0.5133484,0.17867872164514598,0.7077651505075766
FRMD5,1.3444653,1.096921,0.17879797587578428,0.7081576916239072
RASA2,1.3442069,0.091663614,0.1788814890574858,0.7083287634435663
RP11-624L12.1,1.3438379,0.2466674,0.1790008439274604,0.7087215068054228
EMD,1.3435549,0.035332423,0.17909238943036576,0.708954631671538
MEX3A,1.3435179,0.2935615,0.17910433271452886,0.708954631671538
STX11,1.3434687,0.13805376,0.17912025801475007,0.708954631671538
GLB1L2,1.342669,1.7088528,0.1793791917479185,0.7096597119764797
ZNF799,1.3423613,0.7533967,0.17947885571149202,0.7099740593811384
ACOT4,1.3420783,0.8192269,0.17957058290986594,0.7102569436607159
FRA10AC1,1.3419553,0.22453332,0.17961047516806017,0.7103347641861542
GLMP,1.34182,-0.011766271,0.17965436426021097,0.7104283723446835
LZTFL1,1.3416108,0.50892836,0.17972220853600274,0.7106166775728625
CTA-293F17.1,1.3407619,0.23736052,0.17999777198365574,0.7116261639074766
ZNF423,1.3406512,1.4928905,0.1800337381758801,0.7116882752936035
CEP68,1.3404543,0.24288909,0.1800976912578639,0.7118609947513835
TVP23B,1.3388795,0.37091658,0.18060992369106943,0.7137250780436087
FAM26F,1.3388057,0.34710693,0.18063396110717367,0.7137397912168857
HUNK,1.3381166,0.8241792,0.18085842490463888,0.7145463576998187
PLIN3,1.3379812,-0.073999316,0.18090254033397202,0.7146402917285931
KLHL36,1.3376244,0.12660454,0.18101888294485347,0.7149391245804211
ASGR1,1.3373415,0.90387064,0.18111119416246624,0.7152221899792814
MCAM,1.3372799,1.4517182,0.18113126644188549,0.7152221899792814
C12orf66,1.3370954,0.46170622,0.18119149318849526,0.7152981220996294
RP5-908M14.9,1.3370461,0.53286874,0.1812075561645189,0.7152981220996294
CD300A,1.3370339,0.91497874,0.18121157207368155,0.7152981220996294
RP11-215P8.3,1.3352745,0.6931941,0.18178652750852942,0.717325880953749
PAFAH2,1.3349054,1.8307453,0.18190731909571,0.7177219153765043
ATP6V0E2,1.3344871,0.12058395,0.1820442881957306,0.7181805321259657
TBX19,1.3344256,0.7690717,0.1820644371608361,0.7181805321259657
RPL29P14,1.3341303,1.0643058,0.18216117521977704,0.7184814651265006
TSFM,1.3339456,0.022131814,0.18222165586277284,0.7185586844824382
EXD3,1.3331583,0.39823323,0.18247987393765774,0.7192688059912287
RP11-1143G9.4,1.3330845,1.4990839,0.1825040957851659,0.7192688059912287
