stId,name,species,entities_found,entities_total,entities_pValue,entities_fdr
R-HSA-75944,Transcription from mitochondrial promoters,"{'dbId': 48887, 'taxId': '9606', 'name': 'Homo sapiens'}",4,4,0.8139503930223542,0.9999999999017478
