gene,log2FC,pval,mean_high,mean_low,padj
?|100133144,0.03176470237219586,0.7767611983500126,4.479281520098803,4.447516817726608,0.852559575232563
?|100134869,-0.015144677399827167,0.8556175036358816,5.175871781443276,5.191016458843103,0.9075175372697236
?|10357,-0.22194649839399938,0.09806289486336424,3.7087967044188,3.9307432028127995,0.1931715927079121
?|10431,-0.17040901881660098,0.008275746842706913,9.806764919360734,9.977173938177335,0.029485920734663735
?|155060,0.12484106191719935,0.15218497389690627,7.906896482303219,7.78205542038602,0.2681960768006653
?|26823,0.1562049960352936,0.03437579610702543,0.875754999029497,0.7195500029942035,0.08705284790774066
?|340602,-0.27188171806818184,0.10758681169836666,1.0782241761192606,1.3501058941874424,0.20712078511700902
?|388795,-0.6908685269630717,5.730689126657133e-05,1.1282756109224545,1.8191441378855262,0.0007137417644669548
?|390284,-0.06354663300012175,0.41103110032496193,0.9458026823193773,1.009349315319499,0.5541489424302702
?|391343,-0.06481288161201837,0.698943434003791,0.3091456765857324,0.37395855819775076,0.7964764095146293
?|391714,-0.02319405622502757,0.5672233671122895,0.6048117041725821,0.6280057603976097,0.6907559792297997
?|553137,-0.0012570711429469306,0.835584735635406,0.786308170300136,0.7875652414430829,0.894649938926977
?|57714,0.32321732461840824,0.0019457501270305356,9.775263477970451,9.452046153352043,0.00985344419387975
?|645851,0.17220005287675066,0.13195457645648284,3.8539109712801594,3.6817109184034087,0.24096730109124656
?|652919,-0.07897639395064693,0.6465081693787643,1.8138903224086118,1.8928667163592587,0.7572162437585411
?|653553,0.040506432774014556,0.6503458151044685,3.250736174777141,3.2102297420031265,0.7599371876724126
?|728788,0.02043805846232072,0.30474959630142484,0.4177217234536412,0.3972836649913205,0.44796960368221794
?|729884,-0.03171629705685719,0.8637693946631901,0.4072448730953329,0.4389611701521901,0.9129309993679818
?|8225,0.01259432201415045,0.6237284154610772,8.880794138316748,8.868199816302598,0.7379825852253713
?|90288,-0.13987147737391847,0.30877561692893296,5.368947427453952,5.50881890482787,0.45249078333098836
A1BG|1,0.09586891492694694,0.592248987411729,6.459101876669933,6.363232961742986,0.7116645332105479
A2BP1|54715,0.09051476101488731,0.7051622324971087,3.2105216279175623,3.120006866902675,0.801007013547303
A2LD1|87769,0.03456909123510865,0.611049606905381,6.756182070753156,6.7216129795180475,0.7270578074090425
A2ML1|144568,0.2827298804641041,0.48381210622158366,4.353788727534437,4.071058847070333,0.6199621743953065
A2M|2,0.562386680323776,3.019098274874456e-08,12.716814475985913,12.154427795662137,3.5483958838239646e-06
A4GALT|53947,0.693384470162564,7.129215942363047e-07,8.459092750109118,7.765708279946554,3.205557870452343e-05
A4GNT|51146,0.1544049801391728,0.06872112566816116,0.8265146963615948,0.672109716222422,0.14727553576518154
AAAS|8086,-0.22203791426110087,1.6346608787769927e-05,10.050905241061194,10.272943155322295,0.00028637408036687504
AACSL|729522,-0.5601220145220195,0.002352076418709212,0.8254454211016377,1.3855674356236571,0.0113952671785625
AACS|65985,-0.14076807601705,0.027657267130301345,9.4264244411524,9.56719251716945,0.07391989790007138
AADACL2|344752,0.04350198282775114,0.3510827549025928,0.542885580513758,0.4993835976860069,0.4966941001478857
AADACL3|126767,0.26325852463333854,0.11402129592112961,1.1970422389436592,0.9337837143103207,0.21645629372882613
AADACL4|343066,0.32824637186112526,0.004012263361469867,0.6317299009602023,0.30348352909907705,0.016972148205579823
AADAC|13,-0.1634455439282565,0.249250480917106,5.42734907354936,5.590794617477616,0.38758846345927467
AADAT|51166,-0.2656764213372984,0.0731474044293494,5.974634433334641,6.2403108546719395,0.1545332537261682
AAGAB|79719,-0.21567809222683998,0.00034961081878816626,9.705058689436132,9.920736781662972,0.0027198462106812933
AAK1|22848,0.17891901518880715,0.09624854106523056,10.700918192827363,10.521999177638556,0.19062877640585874
AAMP|14,-0.14568700822623448,0.001368267068271694,11.132295168431243,11.277982176657478,0.00761424017315114
AANAT|15,-0.004550806035134469,0.9799947563688508,1.84227166645055,1.8468224724856845,0.9876001152678282
AARS2|57505,0.0277095776925389,0.6887443303026048,8.855843982903899,8.82813440521136,0.788434361590394
AARSD1|80755,-0.08924240854553567,0.12265374745866707,7.963984804022532,8.053227212568068,0.22804165902157064
AARS|16,-0.03600572603450658,0.44458657784599354,11.310500756384084,11.34650648241859,0.5846178126752656
AASDHPPT|60496,-0.1420005106558886,0.028392029173487626,9.810826755584499,9.952827266240387,0.07537383584727166
AASDH|132949,-0.12863624647203054,0.06622221153884468,7.744344898517753,7.872981144989784,0.14304367433713455
AASS|10157,0.5016020856460743,0.004212644537869425,6.9687735483330515,6.467171462686977,0.01759136700432544
AATF|26574,-0.2282748726100703,2.6492094773318177e-05,10.011230047939005,10.239504920549075,0.00040962381343923277
AATK|9625,-0.10996198262773405,0.7298946047400838,6.475203628768168,6.585165611395902,0.8188330097277446
ABAT|18,-0.2739238544171112,0.08639006013499807,8.415764409522433,8.689688263939544,0.17555957722772098
ABCA10|10349,0.45825438451560707,0.006256453454619418,2.8015539753955627,2.3432995908799557,0.02402943963852794
ABCA11P|79963,-0.1324766056289075,0.2591584459202295,6.387002945099249,6.519479550728157,0.3986557604985638
ABCA12|26154,0.2929951517724274,0.15105489876100295,2.5748874388439287,2.2818922870715013,0.26674513978173264
ABCA13|154664,0.4904438506663391,0.00837044837460396,5.284627165733717,4.794183315067378,0.02971501172173495
ABCA17P|650655,-0.32102131158222136,0.04437682924555145,4.332651253772135,4.6536725653543565,0.10608621512485715
ABCA1|19,0.4125725735293564,2.8860289943898485e-06,10.095304768295252,9.682732194765896,8.439930460758975e-05
ABCA2|20,0.5286742051568627,8.169492745513104e-05,10.560014292233713,10.03134008707685,0.0009155551012925669
ABCA3|21,-0.08155041908121774,0.48784136654900545,9.641716331044424,9.723266750125642,0.6236980500389006
ABCA4|24,0.1712429930438546,0.37805347870898276,6.06373426180423,5.892491268760375,0.5217340294014424
ABCA5|23461,0.4192381573645232,0.0002840043907716669,6.878655490973535,6.459417333609012,0.0023346443278573943
ABCA6|23460,0.7048091732860038,0.00034703156569145617,4.129548698544033,3.4247395252580293,0.0027031779257090357
ABCA7|10347,0.7835280843546935,1.227970058768971e-09,7.8444116024645725,7.060883518109879,3.6195879351333e-07
ABCA8|10351,0.5596717692370823,0.02961985951407349,4.449430220996303,3.8897584517592203,0.07794791582907361
ABCA9|10350,0.647178828549873,0.0012880720350054917,4.429133012286033,3.78195418373616,0.007308126394760764
ABCB10|23456,-0.05150635051669461,0.3595578345999726,8.602630879678635,8.65413723019533,0.5045710714517865
ABCB11|8647,0.17909198831046502,0.08914612985171631,0.8248432115098447,0.6457512231993797,0.17986132457044457
ABCB1|5243,0.5902690553787417,1.4045596976777238e-05,4.734649233715335,4.1443801783365934,0.0002608267358587533
ABCB4|5244,0.5508116453512377,2.5936132811499446e-06,3.1496050496019254,2.5987934042506877,7.856998145343308e-05
ABCB5|340273,-0.11935768447514095,0.36366954471162927,1.8081291965267763,1.9274868810019172,0.5087647615861802
ABCB6|10058,-0.14587685609700074,0.048323950823576343,9.06483701827112,9.210713874368121,0.11309083387445654
ABCB7|22,0.04494482671074529,0.7260315045823915,8.713222483383321,8.668277656672576,0.816076813757945
ABCB8|11194,-0.11117225509298301,0.12079496607253982,9.351248820092385,9.462421075185368,0.2255114627492776
ABCB9|23457,0.11610691875082502,0.12110322288825427,8.14727017387064,8.031163255119814,0.2259317706206359
ABCC10|89845,-0.00676312781355648,0.6642933490774771,9.19050565654999,9.197268784363546,0.7710918547548912
ABCC11|85320,0.11668202517679571,0.7200337737378637,1.774235102008427,1.6575530768316313,0.8116840593168441
ABCC12|94160,-0.0583730903122644,0.4923790932551103,0.36811576560377807,0.42648885591604246,0.6276413894664605
ABCC13|150000,0.035841044971356706,0.8336784133629606,0.4683560970237369,0.43251505205238017,0.8932784107177992
ABCC1|4363,-0.09028872548223532,0.29850025147313874,10.58441533648478,10.674704061967015,0.4411930650952075
