gene,log2FC,pval,mean_high,mean_low,padj
SLC6A10P,-2.655907491937954,3.0728385344115674e-10,2.7773117948402635,5.433219286778217,1.0614884344929804e-07
GPR12,2.573305173582961,1.7823085672116852e-10,5.304609768855609,2.731304595272648,7.276274725641704e-08
MAGEA4,-2.450170874888295,1.0834992960442487e-06,2.528055671678157,4.978226546566452,4.172820123525411e-05
C10orf81,2.390249749364881,2.1048815651918443e-11,7.8506996042401544,5.460449854875273,1.6439125024148303e-08
GLYATL2,2.0542286664097293,9.513925507528743e-09,3.341507714777193,1.2872790483674634,1.378214870094668e-06
SLC5A12,-1.941932396217752,3.9110884492535675e-10,2.6117540032400677,4.55368639945782,1.2773614875262152e-07
FMO2,1.9302490389128755,7.113942696397119e-09,6.223962081591705,4.29371304267883,1.11119784917723e-06
HP,1.91776662552825,1.3890162085709615e-05,8.338526358841007,6.420759733312757,0.00026291778877302616
CXCL17,1.9161499895506502,1.9508982514914321e-07,9.362139308877518,7.445989319326868,1.2210447836773728e-05
CLDN19,-1.9025893693659621,5.469227277708313e-06,2.2429828702700205,4.145572239635983,0.00013402964473325298
CT45A5,-1.873070465538517,1.0848449577945594e-06,1.6900049885547983,3.5630754540933154,4.172820123525411e-05
FABP6,-1.8706345067622312,5.7795671827429015e-06,3.444743458769972,5.315377965532203,0.00014029508824812262
IGF2BP1,-1.8501651190813995,9.609032411762689e-08,3.172442376823403,5.022607495904802,7.0740593939546385e-06
MAGEA11,-1.8470501601817628,1.3317771452521716e-05,2.009246272516357,3.85629643269812,0.00025426679910577266
CT45A1,-1.838680525317028,1.300468115855334e-07,1.525799354268681,3.364479879585709,8.984734140426677e-06
CT45A2,-1.8294945050418563,2.2960704602073577e-07,1.6380779559460028,3.467572460987859,1.379408484170728e-05
CLDN6,-1.8276307805515284,3.3737600754493475e-06,8.306695304865697,10.134326085417225,9.4988796607048e-05
LHX1,-1.8131546946372188,0.0001821640600095284,4.731000887216776,6.544155581853995,0.0016954471554151082
PADI3,-1.8000682885565709,3.801571241304985e-08,1.695844849267474,3.495913137824045,3.8172659467689575e-06
CADM3,1.7795268041673404,6.2537755584832524e-06,7.533493907635027,5.753967103467686,0.00014958329321979844
MAGEA9B,-1.7785179913105622,3.56303759149138e-06,0.9131309234456959,2.691648914756258,9.831466091545264e-05
CPLX2,-1.7719274018669555,4.5608432216566915e-06,4.411540240045119,6.183467641912075,0.00011709985217224459
RELN,1.745443462204935,1.0660016656035553e-07,5.5236902699888,3.7782468077838653,7.661012268793783e-06
TKTL1,-1.7380272879045022,0.0014082029106253636,2.618692390537299,4.356719678441801,0.007927154147152431
TACR1,1.6868052178079918,7.741933769355945e-10,6.302295433326864,4.615490215518872,2.1395131738298591e-07
SLC6A13,-1.678603177795801,1.389078599485063e-07,3.736077374667346,5.414680552463147,9.487459651159768e-06
IRX3,1.672188759265958,3.030752610290883e-07,8.470765663267786,6.798576904001828,1.6299823095405728e-05
POU6F2,-1.654247211791687,3.320258225272946e-07,1.9526755689519115,3.6069227807435986,1.754170544134645e-05
SST,-1.6456254371655596,0.0006752965026909718,7.215609603016285,8.861235040181844,0.004555156389290866
IRX5,1.6364833955200826,1.3437079493172965e-05,5.715850341167045,4.079366945646963,0.0002558116767576289
PLAC1,-1.6354107851228976,6.32056056862143e-08,2.1954876825238125,3.83089846764671,5.256306921025313e-06
ALPPL2,-1.6031261259739837,0.0001492635451810437,4.155505317910607,5.758631443884591,0.0014699676875477457
MYOD1,-1.597282653694313,3.422927346687595e-08,1.5524588319947792,3.149741485689092,3.5083699351920563e-06
CRISP3,1.5804603315859933,0.00010924579246123132,4.902972415844357,3.322512084258364,0.0011674752720916616
SOX2,1.5763668729316902,5.5713479374092484e-05,4.98000734253103,3.4036404695993396,0.0007217532483592082
