column_name,zero_proportion,zero_count,total_count
TCGA-61-1995-01A-01R-1568-13,0.120451999415518,2473,20531
TCGA-61-1998-01A-01R-1568-13,0.15128342506453654,3106,20531
TCGA-61-2000-01A-01R-1568-13,0.14553601870342409,2988,20531
TCGA-61-2002-01A-01R-1568-13,0.13097267546636793,2689,20531
TCGA-61-2003-01A-01R-1568-13,0.12201061808971798,2505,20531
TCGA-61-2008-01A-02R-1568-13,0.13667137499391166,2806,20531
TCGA-61-2008-02A-01R-1568-13,0.13082655496566167,2686,20531
TCGA-61-2009-01A-01R-1568-13,0.1431980906921241,2940,20531
TCGA-61-2012-01A-01R-1568-13,0.1127076128780868,2314,20531
TCGA-61-2016-01A-01R-1568-13,0.1124153718766743,2308,20531
TCGA-61-2088-01A-01R-1568-13,0.1269300082801617,2606,20531
TCGA-61-2092-01A-01R-1568-13,0.16638254347084896,3416,20531
TCGA-61-2094-01A-01R-1568-13,0.12527397593882422,2572,20531
TCGA-61-2095-01A-01R-1568-13,0.09780332180604939,2008,20531
TCGA-61-2097-01A-02R-1568-13,0.15508255808289903,3184,20531
TCGA-61-2098-01A-01R-1568-13,0.10929813452827432,2244,20531
TCGA-61-2101-01A-01R-1568-13,0.12137742925332425,2492,20531
TCGA-61-2102-01A-01R-1568-13,0.13857094150309288,2845,20531
TCGA-61-2104-01A-01R-1568-13,0.13706102966246164,2814,20531
TCGA-61-2109-01A-01R-1568-13,0.13477180848473042,2767,20531
TCGA-61-2110-01A-01R-1568-13,0.1297550046271492,2664,20531
TCGA-61-2111-01A-01R-1568-13,0.14032438751156787,2881,20531
TCGA-61-2113-01A-01R-1568-13,0.12658906044518045,2599,20531
TCGA-OY-A56P-01A-12R-A406-31,0.11835760557206176,2430,20531
TCGA-OY-A56Q-01A-11R-A406-31,0.1372071501631679,2817,20531
TCGA-VG-A8LO-01A-11R-A406-31,0.11046709853392431,2268,20531
TCGA-WR-A838-01A-12R-A406-31,0.1121231308752618,2302,20531
